date,rain_mm,district,state
2011-08-27,24.16286277770996,Cuttack,Odisha
2011-08-28,18.954849243164062,Cuttack,Odisha
2011-08-29,9.937173843383789,Cuttack,Odisha
2011-08-30,37.450714111328125,Cuttack,Odisha
2011-08-31,5.124434471130371,Cuttack,Odisha
2011-09-01,51.209999084472656,Cuttack,Odisha
2011-09-02,54.6729736328125,Cuttack,Odisha
2011-09-03,17.196319580078125,Cuttack,Odisha
2011-09-04,28.272079467773438,Cuttack,Odisha
2011-09-05,35.49223327636719,Cuttack,Odisha
2011-09-06,23.387208938598633,Cuttack,Odisha
2011-09-07,7.851940155029297,Cuttack,Odisha
2011-09-08,49.84270095825195,Cuttack,Odisha
2011-09-09,8.676915168762207,Cuttack,Odisha
2011-09-10,2.0713279247283936,Cuttack,Odisha
2011-09-11,0.0,Cuttack,Odisha
2011-09-12,1.020206332206726,Cuttack,Odisha
2011-09-13,0.0,Cuttack,Odisha
2011-09-14,9.328364372253418,Cuttack,Odisha
2011-09-15,19.85801124572754,Cuttack,Odisha
2011-09-16,9.797844886779785,Cuttack,Odisha
2011-09-17,2.6927261352539062,Cuttack,Odisha
2011-09-18,3.106991767883301,Cuttack,Odisha
2011-09-19,9.156010627746582,Cuttack,Odisha
2011-09-20,0.0,Cuttack,Odisha
2011-09-21,48.64626693725586,Cuttack,Odisha
2011-09-22,14.120241165161133,Cuttack,Odisha
2011-09-23,4.93872594833374,Cuttack,Odisha
2011-09-24,0.0,Cuttack,Odisha
2011-09-25,7.819262504577637,Cuttack,Odisha
2011-09-26,0.0,Cuttack,Odisha
2011-09-27,0.0,Cuttack,Odisha
2011-09-28,0.0,Cuttack,Odisha
2011-09-29,0.0,Cuttack,Odisha
2011-09-30,0.0,Cuttack,Odisha
2011-10-01,0.0,Cuttack,Odisha
2011-10-02,0.0,Cuttack,Odisha
2011-10-03,0.0,Cuttack,Odisha
2011-10-04,0.0,Cuttack,Odisha
2011-10-05,0.0,Cuttack,Odisha
2011-10-06,0.0,Cuttack,Odisha
2011-10-07,0.0,Cuttack,Odisha
2011-10-08,0.0,Cuttack,Odisha
2011-10-09,0.17390689253807068,Cuttack,Odisha
2011-10-10,0.0,Cuttack,Odisha
2011-10-11,0.0,Cuttack,Odisha
2011-10-12,0.0,Cuttack,Odisha
2011-10-13,0.0,Cuttack,Odisha
2011-10-14,0.0,Cuttack,Odisha
2011-10-15,0.0,Cuttack,Odisha
2011-10-16,0.0,Cuttack,Odisha
2011-10-17,0.0,Cuttack,Odisha
2011-10-18,0.0,Cuttack,Odisha
2011-10-19,0.0,Cuttack,Odisha
2011-10-20,0.0,Cuttack,Odisha
2011-10-21,0.420651376247406,Cuttack,Odisha
2011-10-22,2.380481243133545,Cuttack,Odisha
2011-10-23,0.0,Cuttack,Odisha
2011-10-24,0.0,Cuttack,Odisha
2011-10-25,0.0,Cuttack,Odisha
2011-10-26,0.0,Cuttack,Odisha
2011-10-27,0.0,Cuttack,Odisha
2011-10-28,0.0,Cuttack,Odisha
2011-10-29,0.0,Cuttack,Odisha
2011-10-30,0.0,Cuttack,Odisha
2011-10-31,0.0,Cuttack,Odisha
2011-11-01,0.0,Cuttack,Odisha
2011-11-02,0.0,Cuttack,Odisha
2011-11-03,0.0,Cuttack,Odisha
2011-11-04,0.0,Cuttack,Odisha
2011-11-05,0.0,Cuttack,Odisha
2011-11-06,0.0,Cuttack,Odisha
2011-11-07,0.0,Cuttack,Odisha
2011-11-08,0.0,Cuttack,Odisha
2011-11-09,0.0,Cuttack,Odisha
2011-11-10,0.0,Cuttack,Odisha
2011-11-11,0.0,Cuttack,Odisha
2011-11-12,0.0,Cuttack,Odisha
2011-11-13,0.0,Cuttack,Odisha
2011-11-14,0.0,Cuttack,Odisha
2011-11-15,0.0,Cuttack,Odisha
2011-11-16,0.0,Cuttack,Odisha
2011-11-17,0.0,Cuttack,Odisha
2011-11-18,0.0,Cuttack,Odisha
2011-11-19,0.0,Cuttack,Odisha
2011-11-20,0.0,Cuttack,Odisha
2011-11-21,0.0,Cuttack,Odisha
2011-11-22,0.0,Cuttack,Odisha
2011-11-23,0.0,Cuttack,Odisha
2011-11-24,0.0,Cuttack,Odisha
2011-11-25,0.0,Cuttack,Odisha
2011-11-26,0.0,Cuttack,Odisha
2011-11-27,0.0,Cuttack,Odisha
2011-11-28,0.0,Cuttack,Odisha
2011-11-29,0.0,Cuttack,Odisha
2011-11-30,0.0,Cuttack,Odisha
2011-12-01,0.0,Cuttack,Odisha
2011-12-02,0.0,Cuttack,Odisha
2011-12-03,0.0,Cuttack,Odisha
2011-12-04,0.0,Cuttack,Odisha
2011-12-05,0.0,Cuttack,Odisha
2011-12-06,0.0,Cuttack,Odisha
2011-12-07,0.0,Cuttack,Odisha
2011-12-08,0.0,Cuttack,Odisha
2011-12-09,0.0,Cuttack,Odisha
2011-12-10,0.0,Cuttack,Odisha
2011-12-11,0.0,Cuttack,Odisha
2011-12-12,0.0,Cuttack,Odisha
2011-12-13,0.0,Cuttack,Odisha
2011-12-14,0.0,Cuttack,Odisha
2011-12-15,0.0,Cuttack,Odisha
2011-12-16,0.0,Cuttack,Odisha
2011-12-17,0.0,Cuttack,Odisha
2011-12-18,0.0,Cuttack,Odisha
2011-12-19,0.0,Cuttack,Odisha
2011-12-20,0.0,Cuttack,Odisha
2011-12-21,0.0,Cuttack,Odisha
2011-12-22,0.0,Cuttack,Odisha
2011-12-23,0.0,Cuttack,Odisha
2011-12-24,0.0,Cuttack,Odisha
2011-12-25,0.0,Cuttack,Odisha
2011-12-26,0.0,Cuttack,Odisha
2011-12-27,0.0,Cuttack,Odisha
2011-12-28,0.0,Cuttack,Odisha
2011-12-29,0.0,Cuttack,Odisha
2011-12-30,0.0,Cuttack,Odisha
2011-12-31,0.0,Cuttack,Odisha
2012-01-01,0.0,Cuttack,Odisha
2012-01-02,0.0,Cuttack,Odisha
2012-01-03,0.0,Cuttack,Odisha
2012-01-04,0.2523908019065857,Cuttack,Odisha
2012-01-05,0.11593792587518692,Cuttack,Odisha
2012-01-06,0.0,Cuttack,Odisha
2012-01-07,0.5740432739257812,Cuttack,Odisha
2012-01-08,0.0,Cuttack,Odisha
2012-01-09,0.0,Cuttack,Odisha
2012-01-10,1.8091864585876465,Cuttack,Odisha
2012-01-11,7.58370304107666,Cuttack,Odisha
2012-01-12,0.0,Cuttack,Odisha
2012-01-13,0.0,Cuttack,Odisha
2012-01-14,0.0,Cuttack,Odisha
2012-01-15,0.0,Cuttack,Odisha
2012-01-16,0.0,Cuttack,Odisha
2012-01-17,0.0,Cuttack,Odisha
2012-01-18,0.0,Cuttack,Odisha
2012-01-19,0.0,Cuttack,Odisha
2012-01-20,0.0,Cuttack,Odisha
2012-01-21,0.0,Cuttack,Odisha
2012-01-22,0.0,Cuttack,Odisha
2012-01-23,0.0,Cuttack,Odisha
2012-01-24,0.0,Cuttack,Odisha
2012-01-25,0.0,Cuttack,Odisha
2012-01-26,0.0,Cuttack,Odisha
2012-01-27,0.0,Cuttack,Odisha
2012-01-28,0.0,Cuttack,Odisha
2012-01-29,0.0,Cuttack,Odisha
2012-01-30,0.0,Cuttack,Odisha
2012-01-31,0.0,Cuttack,Odisha
2012-02-01,0.0,Cuttack,Odisha
2012-02-02,0.0,Cuttack,Odisha
2012-02-03,0.0,Cuttack,Odisha
2012-02-04,0.0,Cuttack,Odisha
2012-02-05,0.0,Cuttack,Odisha
2012-02-06,0.0,Cuttack,Odisha
2012-02-07,0.0,Cuttack,Odisha
2012-02-08,0.0,Cuttack,Odisha
2012-02-09,0.0,Cuttack,Odisha
2012-02-10,0.0,Cuttack,Odisha
2012-02-11,0.0,Cuttack,Odisha
2012-02-12,0.0,Cuttack,Odisha
2012-02-13,0.0,Cuttack,Odisha
2012-02-14,0.0,Cuttack,Odisha
2012-02-15,0.0,Cuttack,Odisha
2012-02-16,0.0,Cuttack,Odisha
2012-02-17,0.0,Cuttack,Odisha
2012-02-18,0.0,Cuttack,Odisha
2012-02-19,0.0,Cuttack,Odisha
2012-02-20,0.0,Cuttack,Odisha
2012-02-21,0.0,Cuttack,Odisha
2012-02-22,0.0,Cuttack,Odisha
2012-02-23,0.0,Cuttack,Odisha
2012-02-24,0.0,Cuttack,Odisha
2012-02-25,0.0,Cuttack,Odisha
2012-02-26,0.0,Cuttack,Odisha
2012-02-27,0.0,Cuttack,Odisha
2012-02-28,0.0,Cuttack,Odisha
2012-02-29,0.0,Cuttack,Odisha
2012-03-01,0.0,Cuttack,Odisha
2012-03-02,0.0,Cuttack,Odisha
2012-03-03,0.0,Cuttack,Odisha
2012-03-04,0.0,Cuttack,Odisha
2012-03-05,0.0,Cuttack,Odisha
2012-03-06,0.0,Cuttack,Odisha
2012-03-07,0.0,Cuttack,Odisha
2012-03-08,0.0,Cuttack,Odisha
2012-03-09,0.0,Cuttack,Odisha
2012-03-10,0.0,Cuttack,Odisha
2012-03-11,0.0,Cuttack,Odisha
2012-03-12,0.0,Cuttack,Odisha
2012-03-13,0.0,Cuttack,Odisha
2012-03-14,0.0,Cuttack,Odisha
2012-03-15,0.0,Cuttack,Odisha
2012-03-16,0.0,Cuttack,Odisha
2012-03-17,0.0,Cuttack,Odisha
2012-03-18,0.0,Cuttack,Odisha
2012-03-19,0.0,Cuttack,Odisha
2012-03-20,0.0,Cuttack,Odisha
2012-03-21,0.0,Cuttack,Odisha
2012-03-22,0.0,Cuttack,Odisha
2012-03-23,0.0,Cuttack,Odisha
2012-03-24,0.0,Cuttack,Odisha
2012-03-25,0.0,Cuttack,Odisha
2012-03-26,0.0,Cuttack,Odisha
2012-03-27,0.0,Cuttack,Odisha
2012-03-28,0.0,Cuttack,Odisha
2012-03-29,0.0,Cuttack,Odisha
2012-03-30,0.0,Cuttack,Odisha
2012-03-31,0.0,Cuttack,Odisha
2012-04-01,0.0,Cuttack,Odisha
2012-04-02,0.0,Cuttack,Odisha
2012-04-03,0.0,Cuttack,Odisha
2012-04-04,0.0,Cuttack,Odisha
2012-04-05,0.0,Cuttack,Odisha
2012-04-06,0.0,Cuttack,Odisha
2012-04-07,0.0,Cuttack,Odisha
2012-04-08,0.0,Cuttack,Odisha
2012-04-09,0.0,Cuttack,Odisha
2012-04-10,0.0,Cuttack,Odisha
2012-04-11,8.50571060180664,Cuttack,Odisha
2012-04-12,0.0,Cuttack,Odisha
2012-04-13,0.0,Cuttack,Odisha
2012-04-14,0.5217207074165344,Cuttack,Odisha
2012-04-15,0.0,Cuttack,Odisha
2012-04-16,0.33652108907699585,Cuttack,Odisha
2012-04-17,0.0,Cuttack,Odisha
2012-04-18,0.0,Cuttack,Odisha
2012-04-19,0.0,Cuttack,Odisha
2012-04-20,0.0,Cuttack,Odisha
2012-04-21,0.0,Cuttack,Odisha
2012-04-22,0.0,Cuttack,Odisha
2012-04-23,0.0,Cuttack,Odisha
2012-04-24,0.0,Cuttack,Odisha
2012-04-25,0.0,Cuttack,Odisha
2012-04-26,0.0,Cuttack,Odisha
2012-04-27,0.0,Cuttack,Odisha
2012-04-28,0.4057827591896057,Cuttack,Odisha
2012-04-29,0.0,Cuttack,Odisha
2012-04-30,0.0,Cuttack,Odisha
2012-05-01,0.0,Cuttack,Odisha
2012-05-02,0.0,Cuttack,Odisha
2012-05-03,0.0,Cuttack,Odisha
2012-05-04,0.0,Cuttack,Odisha
2012-05-05,1.0434414148330688,Cuttack,Odisha
2012-05-06,0.16826054453849792,Cuttack,Odisha
2012-05-07,0.0,Cuttack,Odisha
2012-05-08,0.0,Cuttack,Odisha
2012-05-09,0.0,Cuttack,Odisha
2012-05-10,0.7535965442657471,Cuttack,Odisha
2012-05-11,0.0,Cuttack,Odisha
2012-05-12,0.0,Cuttack,Odisha
2012-05-13,0.0,Cuttack,Odisha
2012-05-14,0.0,Cuttack,Odisha
2012-05-15,0.0,Cuttack,Odisha
2012-05-16,0.0,Cuttack,Odisha
2012-05-17,0.0,Cuttack,Odisha
2012-05-18,0.0,Cuttack,Odisha
2012-05-19,0.0,Cuttack,Odisha
2012-05-20,0.0,Cuttack,Odisha
2012-05-21,0.0,Cuttack,Odisha
2012-05-22,0.0,Cuttack,Odisha
2012-05-23,0.0,Cuttack,Odisha
2012-05-24,0.0,Cuttack,Odisha
2012-05-25,0.0,Cuttack,Odisha
2012-05-26,0.0,Cuttack,Odisha
2012-05-27,0.0,Cuttack,Odisha
2012-05-28,0.0,Cuttack,Odisha
2012-05-29,1.598173975944519,Cuttack,Odisha
2012-05-30,0.0,Cuttack,Odisha
2012-05-31,0.0,Cuttack,Odisha
2012-06-01,0.0,Cuttack,Odisha
2012-06-02,0.0,Cuttack,Odisha
2012-06-03,0.0,Cuttack,Odisha
2012-06-04,0.0,Cuttack,Odisha
2012-06-05,0.0,Cuttack,Odisha
2012-06-06,0.0,Cuttack,Odisha
2012-06-07,0.0,Cuttack,Odisha
2012-06-08,0.0,Cuttack,Odisha
2012-06-09,0.0,Cuttack,Odisha
2012-06-10,0.0,Cuttack,Odisha
2012-06-11,26.6586971282959,Cuttack,Odisha
2012-06-12,0.0,Cuttack,Odisha
2012-06-13,0.0,Cuttack,Odisha
2012-06-14,0.0,Cuttack,Odisha
2012-06-15,0.0,Cuttack,Odisha
2012-06-16,0.0,Cuttack,Odisha
2012-06-17,29.972675323486328,Cuttack,Odisha
2012-06-18,0.0,Cuttack,Odisha
2012-06-19,45.651123046875,Cuttack,Odisha
2012-06-20,1.0356639623641968,Cuttack,Odisha
2012-06-21,26.461212158203125,Cuttack,Odisha
2012-06-22,2.7514655590057373,Cuttack,Odisha
2012-06-23,7.9719672203063965,Cuttack,Odisha
2012-06-24,0.5178319811820984,Cuttack,Odisha
2012-06-25,1.5225881338119507,Cuttack,Odisha
2012-06-26,4.099063396453857,Cuttack,Odisha
2012-06-27,9.424541473388672,Cuttack,Odisha
2012-06-28,0.0,Cuttack,Odisha
2012-06-29,0.0,Cuttack,Odisha
2012-06-30,0.0,Cuttack,Odisha
2012-07-01,23.337295532226562,Cuttack,Odisha
2012-07-02,19.143768310546875,Cuttack,Odisha
2012-07-03,8.144312858581543,Cuttack,Odisha
2012-07-04,7.202273368835449,Cuttack,Odisha
2012-07-05,3.1538052558898926,Cuttack,Odisha
2012-07-06,9.463134765625,Cuttack,Odisha
2012-07-07,11.73922061920166,Cuttack,Odisha
2012-07-08,9.79111385345459,Cuttack,Odisha
2012-07-09,5.0353474617004395,Cuttack,Odisha
2012-07-10,5.1623053550720215,Cuttack,Odisha
2012-07-11,2.2233357429504395,Cuttack,Odisha
2012-07-12,0.0,Cuttack,Odisha
2012-07-13,7.961338520050049,Cuttack,Odisha
2012-07-14,3.5970869064331055,Cuttack,Odisha
2012-07-15,0.579689621925354,Cuttack,Odisha
2012-07-16,13.575139045715332,Cuttack,Odisha
2012-07-17,10.11009407043457,Cuttack,Odisha
2012-07-18,3.3357930183410645,Cuttack,Odisha
2012-07-19,31.133522033691406,Cuttack,Odisha
2012-07-20,27.679616928100586,Cuttack,Odisha
2012-07-21,0.0,Cuttack,Odisha
2012-07-22,3.539888858795166,Cuttack,Odisha
2012-07-23,1.3074259757995605,Cuttack,Odisha
2012-07-24,1.4902540445327759,Cuttack,Odisha
2012-07-25,15.324053764343262,Cuttack,Odisha
2012-07-26,35.94753646850586,Cuttack,Odisha
2012-07-27,0.0,Cuttack,Odisha
2012-07-28,0.6177458167076111,Cuttack,Odisha
2012-07-29,9.999567031860352,Cuttack,Odisha
2012-07-30,19.778844833374023,Cuttack,Odisha
2012-07-31,9.683143615722656,Cuttack,Odisha
2012-08-01,2.3217458724975586,Cuttack,Odisha
2012-08-02,0.0,Cuttack,Odisha
2012-08-03,0.0,Cuttack,Odisha
2012-08-04,41.55842590332031,Cuttack,Odisha
2012-08-05,17.012126922607422,Cuttack,Odisha
2012-08-06,2.9646692276000977,Cuttack,Odisha
2012-08-07,1.4789613485336304,Cuttack,Odisha
2012-08-08,0.0,Cuttack,Odisha
2012-08-09,2.5543882846832275,Cuttack,Odisha
2012-08-10,76.68264770507812,Cuttack,Odisha
2012-08-11,24.708494186401367,Cuttack,Odisha
2012-08-12,15.681192398071289,Cuttack,Odisha
2012-08-13,5.460439205169678,Cuttack,Odisha
2012-08-14,3.9538440704345703,Cuttack,Odisha
2012-08-15,4.077277183532715,Cuttack,Odisha
2012-08-16,4.521163463592529,Cuttack,Odisha
2012-08-17,0.0,Cuttack,Odisha
2012-08-18,91.9765396118164,Cuttack,Odisha
2012-08-19,1.1392303705215454,Cuttack,Odisha
2012-08-20,1.7328107357025146,Cuttack,Odisha
2012-08-21,9.994156837463379,Cuttack,Odisha
2012-08-22,0.36520448327064514,Cuttack,Odisha
2012-08-23,2.040412664413452,Cuttack,Odisha
2012-08-24,0.0,Cuttack,Odisha
2012-08-25,17.53333854675293,Cuttack,Odisha
2012-08-26,12.527917861938477,Cuttack,Odisha
2012-08-27,16.645519256591797,Cuttack,Odisha
2012-08-28,3.314124822616577,Cuttack,Odisha
2012-08-29,9.424541473388672,Cuttack,Odisha
2012-08-30,0.19709448516368866,Cuttack,Odisha
2012-08-31,0.11593792587518692,Cuttack,Odisha
2012-09-01,0.0,Cuttack,Odisha
2012-09-02,12.770063400268555,Cuttack,Odisha
2012-09-03,6.811060905456543,Cuttack,Odisha
2012-09-04,26.287782669067383,Cuttack,Odisha
2012-09-05,34.95071792602539,Cuttack,Odisha
2012-09-06,0.6439641118049622,Cuttack,Odisha
2012-09-07,0.6761623620986938,Cuttack,Odisha
2012-09-08,12.136635780334473,Cuttack,Odisha
2012-09-09,12.14962387084961,Cuttack,Odisha
2012-09-10,21.47196388244629,Cuttack,Odisha
2012-09-11,0.0,Cuttack,Odisha
2012-09-12,0.8740636706352234,Cuttack,Odisha
2012-09-13,4.0483856201171875,Cuttack,Odisha
2012-09-14,5.907840251922607,Cuttack,Odisha
2012-09-15,0.0,Cuttack,Odisha
2012-09-16,0.0,Cuttack,Odisha
2012-09-17,1.1491341590881348,Cuttack,Odisha
2012-09-18,0.6721896529197693,Cuttack,Odisha
2012-09-19,0.0,Cuttack,Odisha
2012-09-20,0.0,Cuttack,Odisha
2012-09-21,0.0,Cuttack,Odisha
2012-09-22,0.0,Cuttack,Odisha
2012-09-23,2.0114870071411133,Cuttack,Odisha
2012-09-24,26.958852767944336,Cuttack,Odisha
2012-09-25,0.0,Cuttack,Odisha
2012-09-26,0.0,Cuttack,Odisha
2012-09-27,0.0,Cuttack,Odisha
2012-09-28,0.0,Cuttack,Odisha
2012-09-29,0.0,Cuttack,Odisha
2012-09-30,5.684549808502197,Cuttack,Odisha
2012-10-01,0.0,Cuttack,Odisha
2012-10-02,4.3725738525390625,Cuttack,Odisha
2012-10-03,6.03489351272583,Cuttack,Odisha
2012-10-04,0.16743066906929016,Cuttack,Odisha
2012-10-05,13.89087200164795,Cuttack,Odisha
2012-10-06,0.0,Cuttack,Odisha
2012-10-07,0.0,Cuttack,Odisha
2012-10-08,0.0,Cuttack,Odisha
2012-10-09,6.474297046661377,Cuttack,Odisha
2012-10-10,0.8658562302589417,Cuttack,Odisha
2012-10-11,8.66981029510498,Cuttack,Odisha
2012-10-12,0.6439641118049622,Cuttack,Odisha
2012-10-13,0.0,Cuttack,Odisha
2012-10-14,0.2704649269580841,Cuttack,Odisha
2012-10-15,0.0,Cuttack,Odisha
2012-10-16,0.0,Cuttack,Odisha
2012-10-17,0.0,Cuttack,Odisha
2012-10-18,0.0,Cuttack,Odisha
2012-10-19,0.0,Cuttack,Odisha
2012-10-20,0.0,Cuttack,Odisha
2012-10-21,0.0,Cuttack,Odisha
2012-10-22,0.0,Cuttack,Odisha
2012-10-23,0.0,Cuttack,Odisha
2012-10-24,0.0,Cuttack,Odisha
2012-10-25,0.0,Cuttack,Odisha
2012-10-26,0.0,Cuttack,Odisha
2012-10-27,0.0,Cuttack,Odisha
2012-10-28,0.0,Cuttack,Odisha
2012-10-29,0.0,Cuttack,Odisha
2012-10-30,0.0,Cuttack,Odisha
2012-10-31,0.0,Cuttack,Odisha
2012-11-01,0.0,Cuttack,Odisha
2012-11-02,5.391752243041992,Cuttack,Odisha
2012-11-03,85.891357421875,Cuttack,Odisha
2012-11-04,10.242202758789062,Cuttack,Odisha
2012-11-05,18.404747009277344,Cuttack,Odisha
2012-11-06,6.318578720092773,Cuttack,Odisha
2012-11-07,5.170538425445557,Cuttack,Odisha
2012-11-08,19.03147315979004,Cuttack,Odisha
2012-11-09,0.0,Cuttack,Odisha
2012-11-10,0.0,Cuttack,Odisha
2012-11-11,0.0,Cuttack,Odisha
2012-11-12,0.0,Cuttack,Odisha
2012-11-13,0.0,Cuttack,Odisha
2012-11-14,0.0,Cuttack,Odisha
2012-11-15,0.0,Cuttack,Odisha
2012-11-16,0.0,Cuttack,Odisha
2012-11-17,0.0,Cuttack,Odisha
2012-11-18,0.0,Cuttack,Odisha
2012-11-19,0.0,Cuttack,Odisha
2012-11-20,0.0,Cuttack,Odisha
2012-11-21,0.0,Cuttack,Odisha
2012-11-22,0.0,Cuttack,Odisha
2012-11-23,0.0,Cuttack,Odisha
2012-11-24,0.0,Cuttack,Odisha
2012-11-25,0.0,Cuttack,Odisha
2012-11-26,0.0,Cuttack,Odisha
2012-11-27,0.0,Cuttack,Odisha
2012-11-28,0.0,Cuttack,Odisha
2012-11-29,0.0,Cuttack,Odisha
2012-11-30,0.0,Cuttack,Odisha
2012-12-01,0.0,Cuttack,Odisha
2012-12-02,0.0,Cuttack,Odisha
2012-12-03,0.0,Cuttack,Odisha
2012-12-04,0.0,Cuttack,Odisha
2012-12-05,0.0,Cuttack,Odisha
2012-12-06,0.0,Cuttack,Odisha
2012-12-07,0.0,Cuttack,Odisha
2012-12-08,0.0,Cuttack,Odisha
2012-12-09,0.0,Cuttack,Odisha
2012-12-10,0.0,Cuttack,Odisha
2012-12-11,0.0,Cuttack,Odisha
2012-12-12,0.0,Cuttack,Odisha
2012-12-13,0.0,Cuttack,Odisha
2012-12-14,0.0,Cuttack,Odisha
2012-12-15,0.0,Cuttack,Odisha
2012-12-16,0.0,Cuttack,Odisha
2012-12-17,0.0,Cuttack,Odisha
2012-12-18,0.0,Cuttack,Odisha
2012-12-19,0.0,Cuttack,Odisha
2012-12-20,0.0,Cuttack,Odisha
2012-12-21,0.0,Cuttack,Odisha
2012-12-22,0.0,Cuttack,Odisha
2012-12-23,0.0,Cuttack,Odisha
2012-12-24,0.0,Cuttack,Odisha
2012-12-25,0.0,Cuttack,Odisha
2012-12-26,0.0,Cuttack,Odisha
2012-12-27,0.0,Cuttack,Odisha
2012-12-28,0.0,Cuttack,Odisha
2012-12-29,0.0,Cuttack,Odisha
2012-12-30,0.0,Cuttack,Odisha
2012-12-31,0.0,Cuttack,Odisha
2013-01-01,0.0,Cuttack,Odisha
2013-01-02,0.0,Cuttack,Odisha
2013-01-03,0.0,Cuttack,Odisha
2013-01-04,0.0,Cuttack,Odisha
2013-01-05,0.0,Cuttack,Odisha
2013-01-06,0.0,Cuttack,Odisha
2013-01-07,0.0,Cuttack,Odisha
2013-01-08,0.41100430488586426,Cuttack,Odisha
2013-01-09,0.0,Cuttack,Odisha
2013-01-10,0.0,Cuttack,Odisha
2013-01-11,0.0,Cuttack,Odisha
2013-01-12,0.0,Cuttack,Odisha
2013-01-13,0.0,Cuttack,Odisha
2013-01-14,0.0,Cuttack,Odisha
2013-01-15,0.0,Cuttack,Odisha
2013-01-16,0.0,Cuttack,Odisha
2013-01-17,0.0,Cuttack,Odisha
2013-01-18,0.0,Cuttack,Odisha
2013-01-19,0.0,Cuttack,Odisha
2013-01-20,0.0,Cuttack,Odisha
2013-01-21,0.0,Cuttack,Odisha
2013-01-22,0.0,Cuttack,Odisha
2013-01-23,0.0,Cuttack,Odisha
2013-01-24,0.0,Cuttack,Odisha
2013-01-25,0.0,Cuttack,Odisha
2013-01-26,0.0,Cuttack,Odisha
2013-01-27,0.0,Cuttack,Odisha
2013-01-28,0.0,Cuttack,Odisha
2013-01-29,0.0,Cuttack,Odisha
2013-01-30,0.0,Cuttack,Odisha
2013-01-31,0.0,Cuttack,Odisha
2013-02-01,0.0,Cuttack,Odisha
2013-02-02,0.0,Cuttack,Odisha
2013-02-03,0.0,Cuttack,Odisha
2013-02-04,0.0,Cuttack,Odisha
2013-02-05,0.0,Cuttack,Odisha
2013-02-06,0.0,Cuttack,Odisha
2013-02-07,0.0,Cuttack,Odisha
2013-02-08,0.0,Cuttack,Odisha
2013-02-09,0.0,Cuttack,Odisha
2013-02-10,0.0,Cuttack,Odisha
2013-02-11,0.0,Cuttack,Odisha
2013-02-12,0.0,Cuttack,Odisha
2013-02-13,0.0,Cuttack,Odisha
2013-02-14,0.0,Cuttack,Odisha
2013-02-15,0.0,Cuttack,Odisha
2013-02-16,0.0,Cuttack,Odisha
2013-02-17,2.0031566619873047,Cuttack,Odisha
2013-02-18,1.3413233757019043,Cuttack,Odisha
2013-02-19,0.0,Cuttack,Odisha
2013-02-20,0.0,Cuttack,Odisha
2013-02-21,0.0,Cuttack,Odisha
2013-02-22,0.0,Cuttack,Odisha
2013-02-23,0.0,Cuttack,Odisha
2013-02-24,0.0,Cuttack,Odisha
2013-02-25,0.0,Cuttack,Odisha
2013-02-26,0.0,Cuttack,Odisha
2013-02-27,0.0,Cuttack,Odisha
2013-02-28,0.0,Cuttack,Odisha
2013-03-01,0.0,Cuttack,Odisha
2013-03-02,0.0,Cuttack,Odisha
2013-03-03,0.0,Cuttack,Odisha
2013-03-04,0.0,Cuttack,Odisha
2013-03-05,0.0,Cuttack,Odisha
2013-03-06,0.0,Cuttack,Odisha
2013-03-07,0.0,Cuttack,Odisha
2013-03-08,0.0,Cuttack,Odisha
2013-03-09,0.0,Cuttack,Odisha
2013-03-10,0.0,Cuttack,Odisha
2013-03-11,0.0,Cuttack,Odisha
2013-03-12,0.0,Cuttack,Odisha
2013-03-13,0.0,Cuttack,Odisha
2013-03-14,0.0,Cuttack,Odisha
2013-03-15,0.2980400025844574,Cuttack,Odisha
2013-03-16,0.0,Cuttack,Odisha
2013-03-17,0.0,Cuttack,Odisha
2013-03-18,0.0,Cuttack,Odisha
2013-03-19,0.0,Cuttack,Odisha
2013-03-20,0.0,Cuttack,Odisha
2013-03-21,0.0,Cuttack,Odisha
2013-03-22,0.0,Cuttack,Odisha
2013-03-23,0.0,Cuttack,Odisha
2013-03-24,0.0,Cuttack,Odisha
2013-03-25,0.0,Cuttack,Odisha
2013-03-26,0.0,Cuttack,Odisha
2013-03-27,0.0,Cuttack,Odisha
2013-03-28,0.0,Cuttack,Odisha
2013-03-29,0.0,Cuttack,Odisha
2013-03-30,0.0,Cuttack,Odisha
2013-03-31,0.0,Cuttack,Odisha
2013-04-01,0.0,Cuttack,Odisha
2013-04-02,0.0,Cuttack,Odisha
2013-04-03,0.0,Cuttack,Odisha
2013-04-04,0.0,Cuttack,Odisha
2013-04-05,0.0,Cuttack,Odisha
2013-04-06,0.0,Cuttack,Odisha
2013-04-07,0.0,Cuttack,Odisha
2013-04-08,0.0,Cuttack,Odisha
2013-04-09,0.0,Cuttack,Odisha
2013-04-10,0.0,Cuttack,Odisha
2013-04-11,0.0,Cuttack,Odisha
2013-04-12,0.251670241355896,Cuttack,Odisha
2013-04-13,0.0,Cuttack,Odisha
2013-04-14,0.0,Cuttack,Odisha
2013-04-15,0.8981033563613892,Cuttack,Odisha
2013-04-16,0.0,Cuttack,Odisha
2013-04-17,0.900597333908081,Cuttack,Odisha
2013-04-18,0.933829128742218,Cuttack,Odisha
2013-04-19,0.0,Cuttack,Odisha
2013-04-20,10.178030014038086,Cuttack,Odisha
2013-04-21,1.9977097511291504,Cuttack,Odisha
2013-04-22,32.230796813964844,Cuttack,Odisha
2013-04-23,0.0,Cuttack,Odisha
