date,rain_mm,district,state
2003-09-08,0.0,Cuttack,Odisha
2003-09-09,0.0,Cuttack,Odisha
2003-09-10,1.6903221607208252,Cuttack,Odisha
2003-09-11,4.408199787139893,Cuttack,Odisha
2003-09-12,0.0,Cuttack,Odisha
2003-09-13,0.47282344102859497,Cuttack,Odisha
2003-09-14,2.8256943225860596,Cuttack,Odisha
2003-09-15,0.0,Cuttack,Odisha
2003-09-16,0.48693931102752686,Cuttack,Odisha
2003-09-17,2.1796329021453857,Cuttack,Odisha
2003-09-18,2.9445595741271973,Cuttack,Odisha
2003-09-19,0.0,Cuttack,Odisha
2003-09-20,2.1032567024230957,Cuttack,Odisha
2003-09-21,0.869534432888031,Cuttack,Odisha
2003-09-22,0.0,Cuttack,Odisha
2003-09-23,2.0713279247283936,Cuttack,Odisha
2003-09-24,0.0,Cuttack,Odisha
2003-09-25,12.18838119506836,Cuttack,Odisha
2003-09-26,11.353217124938965,Cuttack,Odisha
2003-09-27,2.0887184143066406,Cuttack,Odisha
2003-09-28,0.4554327428340912,Cuttack,Odisha
2003-09-29,0.0,Cuttack,Odisha
2003-09-30,0.0,Cuttack,Odisha
2003-10-01,0.0,Cuttack,Odisha
2003-10-02,7.7945356369018555,Cuttack,Odisha
2003-10-03,9.178023338317871,Cuttack,Odisha
2003-10-04,13.56242847442627,Cuttack,Odisha
2003-10-05,29.37964630126953,Cuttack,Odisha
2003-10-06,83.79361724853516,Cuttack,Odisha
2003-10-07,91.468505859375,Cuttack,Odisha
2003-10-08,38.12478256225586,Cuttack,Odisha
2003-10-09,7.658391952514648,Cuttack,Odisha
2003-10-10,3.837393045425415,Cuttack,Odisha
2003-10-11,0.0,Cuttack,Odisha
2003-10-12,0.0,Cuttack,Odisha
2003-10-13,0.0,Cuttack,Odisha
2003-10-14,0.0,Cuttack,Odisha
2003-10-15,0.0,Cuttack,Odisha
2003-10-16,0.0,Cuttack,Odisha
2003-10-17,0.5912834405899048,Cuttack,Odisha
2003-10-18,17.90522003173828,Cuttack,Odisha
2003-10-19,2.7360074520111084,Cuttack,Odisha
2003-10-20,6.328251838684082,Cuttack,Odisha
2003-10-21,2.5891599655151367,Cuttack,Odisha
2003-10-22,0.0,Cuttack,Odisha
2003-10-23,11.036211967468262,Cuttack,Odisha
2003-10-24,21.910051345825195,Cuttack,Odisha
2003-10-25,45.251766204833984,Cuttack,Odisha
2003-10-26,10.222379684448242,Cuttack,Odisha
2003-10-27,0.0,Cuttack,Odisha
2003-10-28,1.3862110376358032,Cuttack,Odisha
2003-10-29,0.0,Cuttack,Odisha
2003-10-30,0.0,Cuttack,Odisha
2003-10-31,0.0,Cuttack,Odisha
2003-11-01,1.7003437280654907,Cuttack,Odisha
2003-11-02,3.544707775115967,Cuttack,Odisha
2003-11-03,0.4637517035007477,Cuttack,Odisha
2003-11-04,11.902406692504883,Cuttack,Odisha
2003-11-05,1.5534958839416504,Cuttack,Odisha
2003-11-06,0.0,Cuttack,Odisha
2003-11-07,0.0,Cuttack,Odisha
2003-11-08,0.0,Cuttack,Odisha
2003-11-09,0.0,Cuttack,Odisha
2003-11-10,0.0,Cuttack,Odisha
2003-11-11,0.0,Cuttack,Odisha
2003-11-12,0.0,Cuttack,Odisha
2003-11-13,0.0,Cuttack,Odisha
2003-11-14,0.0,Cuttack,Odisha
2003-11-15,0.0,Cuttack,Odisha
2003-11-16,0.0,Cuttack,Odisha
2003-11-17,0.0,Cuttack,Odisha
2003-11-18,0.0,Cuttack,Odisha
2003-11-19,0.0,Cuttack,Odisha
2003-11-20,0.0,Cuttack,Odisha
2003-11-21,0.0,Cuttack,Odisha
2003-11-22,0.0,Cuttack,Odisha
2003-11-23,0.0,Cuttack,Odisha
2003-11-24,0.0,Cuttack,Odisha
2003-11-25,0.0,Cuttack,Odisha
2003-11-26,0.0,Cuttack,Odisha
2003-11-27,0.0,Cuttack,Odisha
2003-11-28,0.0,Cuttack,Odisha
2003-11-29,0.0,Cuttack,Odisha
2003-11-30,0.0,Cuttack,Odisha
2003-12-01,0.0,Cuttack,Odisha
2003-12-02,1.0095632076263428,Cuttack,Odisha
2003-12-03,0.0,Cuttack,Odisha
2003-12-04,0.0,Cuttack,Odisha
2003-12-05,0.0,Cuttack,Odisha
2003-12-06,0.0,Cuttack,Odisha
2003-12-07,0.0,Cuttack,Odisha
2003-12-08,0.0,Cuttack,Odisha
2003-12-09,0.0,Cuttack,Odisha
2003-12-10,0.0,Cuttack,Odisha
2003-12-11,0.0,Cuttack,Odisha
2003-12-12,0.0,Cuttack,Odisha
2003-12-13,0.0,Cuttack,Odisha
2003-12-14,0.0,Cuttack,Odisha
2003-12-15,0.0,Cuttack,Odisha
2003-12-16,2.8828630447387695,Cuttack,Odisha
2003-12-17,15.140122413635254,Cuttack,Odisha
2003-12-18,0.6120994687080383,Cuttack,Odisha
2003-12-19,0.0,Cuttack,Odisha
2003-12-20,0.0,Cuttack,Odisha
2003-12-21,0.0,Cuttack,Odisha
2003-12-22,0.0,Cuttack,Odisha
2003-12-23,0.0,Cuttack,Odisha
2003-12-24,0.0,Cuttack,Odisha
2003-12-25,0.0,Cuttack,Odisha
2003-12-26,0.0,Cuttack,Odisha
2003-12-27,0.0,Cuttack,Odisha
2003-12-28,0.0,Cuttack,Odisha
2003-12-29,0.0,Cuttack,Odisha
2003-12-30,0.0,Cuttack,Odisha
2003-12-31,0.0,Cuttack,Odisha
2004-01-01,0.0,Cuttack,Odisha
2004-01-02,0.0,Cuttack,Odisha
2004-01-03,0.0,Cuttack,Odisha
2004-01-04,0.0,Cuttack,Odisha
2004-01-05,0.0,Cuttack,Odisha
2004-01-06,0.0,Cuttack,Odisha
2004-01-07,0.0,Cuttack,Odisha
2004-01-08,0.0,Cuttack,Odisha
2004-01-09,0.0,Cuttack,Odisha
2004-01-10,0.0,Cuttack,Odisha
2004-01-11,0.0,Cuttack,Odisha
2004-01-12,0.0,Cuttack,Odisha
2004-01-13,0.0,Cuttack,Odisha
2004-01-14,0.0,Cuttack,Odisha
2004-01-15,0.0,Cuttack,Odisha
2004-01-16,0.0,Cuttack,Odisha
2004-01-17,0.0,Cuttack,Odisha
2004-01-18,0.0,Cuttack,Odisha
2004-01-19,0.0,Cuttack,Odisha
2004-01-20,0.0,Cuttack,Odisha
2004-01-21,0.0,Cuttack,Odisha
2004-01-22,0.0,Cuttack,Odisha
2004-01-23,0.0,Cuttack,Odisha
2004-01-24,0.0,Cuttack,Odisha
2004-01-25,0.0,Cuttack,Odisha
2004-01-26,0.21359644830226898,Cuttack,Odisha
2004-01-27,0.9499764442443848,Cuttack,Odisha
2004-01-28,0.0,Cuttack,Odisha
2004-01-29,0.0,Cuttack,Odisha
2004-01-30,0.0,Cuttack,Odisha
2004-01-31,0.0,Cuttack,Odisha
2004-02-01,0.39159348607063293,Cuttack,Odisha
2004-02-02,0.0,Cuttack,Odisha
2004-02-03,0.0,Cuttack,Odisha
2004-02-04,0.0,Cuttack,Odisha
2004-02-05,0.0,Cuttack,Odisha
2004-02-06,0.39159348607063293,Cuttack,Odisha
2004-02-07,1.8245577812194824,Cuttack,Odisha
2004-02-08,0.0,Cuttack,Odisha
2004-02-09,0.0,Cuttack,Odisha
2004-02-10,0.0,Cuttack,Odisha
2004-02-11,0.0,Cuttack,Odisha
2004-02-12,0.0,Cuttack,Odisha
2004-02-13,0.0,Cuttack,Odisha
2004-02-14,0.0,Cuttack,Odisha
2004-02-15,0.0,Cuttack,Odisha
2004-02-16,0.0,Cuttack,Odisha
2004-02-17,0.0,Cuttack,Odisha
2004-02-18,0.0,Cuttack,Odisha
2004-02-19,0.0,Cuttack,Odisha
2004-02-20,0.0,Cuttack,Odisha
2004-02-21,0.0,Cuttack,Odisha
2004-02-22,0.0,Cuttack,Odisha
2004-02-23,0.0,Cuttack,Odisha
2004-02-24,0.0,Cuttack,Odisha
2004-02-25,0.0,Cuttack,Odisha
2004-02-26,0.0,Cuttack,Odisha
2004-02-27,0.0,Cuttack,Odisha
2004-02-28,0.0,Cuttack,Odisha
2004-02-29,0.0,Cuttack,Odisha
2004-03-01,0.0,Cuttack,Odisha
2004-03-02,0.0,Cuttack,Odisha
2004-03-03,0.0,Cuttack,Odisha
2004-03-04,0.0,Cuttack,Odisha
2004-03-05,0.0,Cuttack,Odisha
2004-03-06,0.0,Cuttack,Odisha
2004-03-07,0.0,Cuttack,Odisha
2004-03-08,0.0,Cuttack,Odisha
2004-03-09,0.0,Cuttack,Odisha
2004-03-10,0.0,Cuttack,Odisha
2004-03-11,0.0,Cuttack,Odisha
2004-03-12,0.0,Cuttack,Odisha
2004-03-13,0.0,Cuttack,Odisha
2004-03-14,0.0,Cuttack,Odisha
2004-03-15,0.0,Cuttack,Odisha
2004-03-16,0.0,Cuttack,Odisha
2004-03-17,0.0,Cuttack,Odisha
2004-03-18,0.0,Cuttack,Odisha
2004-03-19,0.0,Cuttack,Odisha
2004-03-20,0.0,Cuttack,Odisha
2004-03-21,0.0,Cuttack,Odisha
2004-03-22,0.0,Cuttack,Odisha
2004-03-23,0.0,Cuttack,Odisha
2004-03-24,0.0,Cuttack,Odisha
2004-03-25,0.0,Cuttack,Odisha
2004-03-26,0.0,Cuttack,Odisha
2004-03-27,0.0,Cuttack,Odisha
2004-03-28,0.0,Cuttack,Odisha
2004-03-29,0.0,Cuttack,Odisha
2004-03-30,0.0,Cuttack,Odisha
2004-03-31,0.0,Cuttack,Odisha
2004-04-01,1.6019734144210815,Cuttack,Odisha
2004-04-02,0.0,Cuttack,Odisha
2004-04-03,2.678943634033203,Cuttack,Odisha
2004-04-04,0.0,Cuttack,Odisha
2004-04-05,0.0,Cuttack,Odisha
2004-04-06,0.0,Cuttack,Odisha
2004-04-07,0.0,Cuttack,Odisha
2004-04-08,0.0,Cuttack,Odisha
2004-04-09,0.10679822415113449,Cuttack,Odisha
2004-04-10,0.0,Cuttack,Odisha
2004-04-11,0.0,Cuttack,Odisha
2004-04-12,0.0,Cuttack,Odisha
2004-04-13,0.0,Cuttack,Odisha
2004-04-14,0.0,Cuttack,Odisha
2004-04-15,0.0,Cuttack,Odisha
2004-04-16,0.0,Cuttack,Odisha
2004-04-17,0.0,Cuttack,Odisha
2004-04-18,0.0,Cuttack,Odisha
2004-04-19,0.0,Cuttack,Odisha
2004-04-20,0.0,Cuttack,Odisha
2004-04-21,0.0,Cuttack,Odisha
2004-04-22,0.0,Cuttack,Odisha
2004-04-23,0.0,Cuttack,Odisha
2004-04-24,34.77043914794922,Cuttack,Odisha
2004-04-25,1.6109613180160522,Cuttack,Odisha
2004-04-26,16.547828674316406,Cuttack,Odisha
2004-04-27,15.058914184570312,Cuttack,Odisha
2004-04-28,0.0,Cuttack,Odisha
2004-04-29,2.563157320022583,Cuttack,Odisha
2004-04-30,0.0,Cuttack,Odisha
2004-05-01,0.0,Cuttack,Odisha
2004-05-02,0.0,Cuttack,Odisha
2004-05-03,0.0,Cuttack,Odisha
2004-05-04,0.0,Cuttack,Odisha
2004-05-05,0.0,Cuttack,Odisha
2004-05-06,0.0,Cuttack,Odisha
2004-05-07,0.0,Cuttack,Odisha
2004-05-08,0.0,Cuttack,Odisha
2004-05-09,0.0,Cuttack,Odisha
2004-05-10,0.0,Cuttack,Odisha
2004-05-11,0.0,Cuttack,Odisha
2004-05-12,1.4239763021469116,Cuttack,Odisha
2004-05-13,0.0,Cuttack,Odisha
2004-05-14,0.0,Cuttack,Odisha
2004-05-15,7.088229656219482,Cuttack,Odisha
2004-05-16,12.46220588684082,Cuttack,Odisha
2004-05-17,0.0,Cuttack,Odisha
2004-05-18,0.0,Cuttack,Odisha
2004-05-19,0.0,Cuttack,Odisha
2004-05-20,0.0,Cuttack,Odisha
2004-05-21,0.0,Cuttack,Odisha
2004-05-22,0.0,Cuttack,Odisha
2004-05-23,0.0,Cuttack,Odisha
2004-05-24,0.0,Cuttack,Odisha
2004-05-25,7.1198811531066895,Cuttack,Odisha
2004-05-26,0.0,Cuttack,Odisha
2004-05-27,0.0,Cuttack,Odisha
2004-05-28,0.0,Cuttack,Odisha
2004-05-29,0.0,Cuttack,Odisha
2004-05-30,0.0,Cuttack,Odisha
2004-05-31,0.0,Cuttack,Odisha
2004-06-01,0.0,Cuttack,Odisha
2004-06-02,0.0,Cuttack,Odisha
2004-06-03,0.0,Cuttack,Odisha
2004-06-04,0.0,Cuttack,Odisha
2004-06-05,0.0,Cuttack,Odisha
2004-06-06,0.0,Cuttack,Odisha
2004-06-07,0.0,Cuttack,Odisha
2004-06-08,2.8123533725738525,Cuttack,Odisha
2004-06-09,0.0,Cuttack,Odisha
2004-06-10,0.0,Cuttack,Odisha
2004-06-11,4.896024703979492,Cuttack,Odisha
2004-06-12,17.120391845703125,Cuttack,Odisha
2004-06-13,46.370113372802734,Cuttack,Odisha
2004-06-14,30.920106887817383,Cuttack,Odisha
2004-06-15,0.10679822415113449,Cuttack,Odisha
2004-06-16,0.0,Cuttack,Odisha
2004-06-17,2.4991488456726074,Cuttack,Odisha
2004-06-18,0.0,Cuttack,Odisha
2004-06-19,0.10679822415113449,Cuttack,Odisha
2004-06-20,0.0,Cuttack,Odisha
2004-06-21,0.0,Cuttack,Odisha
2004-06-22,0.0,Cuttack,Odisha
2004-06-23,0.0,Cuttack,Odisha
2004-06-24,0.0,Cuttack,Odisha
2004-06-25,0.0,Cuttack,Odisha
2004-06-26,0.0,Cuttack,Odisha
2004-06-27,0.0,Cuttack,Odisha
2004-06-28,0.0,Cuttack,Odisha
2004-06-29,0.0,Cuttack,Odisha
2004-06-30,0.0,Cuttack,Odisha
2004-07-01,0.0,Cuttack,Odisha
2004-07-02,11.992133140563965,Cuttack,Odisha
2004-07-03,1.8643534183502197,Cuttack,Odisha
2004-07-04,6.807199954986572,Cuttack,Odisha
2004-07-05,1.544917106628418,Cuttack,Odisha
2004-07-06,2.577538013458252,Cuttack,Odisha
2004-07-07,3.561917304992676,Cuttack,Odisha
2004-07-08,6.84867525100708,Cuttack,Odisha
2004-07-09,5.468459606170654,Cuttack,Odisha
2004-07-10,5.581072807312012,Cuttack,Odisha
2004-07-11,5.993484973907471,Cuttack,Odisha
2004-07-12,0.644384503364563,Cuttack,Odisha
2004-07-13,29.365509033203125,Cuttack,Odisha
2004-07-14,0.644384503364563,Cuttack,Odisha
2004-07-15,3.7031426429748535,Cuttack,Odisha
2004-07-16,3.8217198848724365,Cuttack,Odisha
2004-07-17,7.9098687171936035,Cuttack,Odisha
2004-07-18,0.0,Cuttack,Odisha
2004-07-19,6.2009477615356445,Cuttack,Odisha
2004-07-20,0.0,Cuttack,Odisha
2004-07-21,41.18304443359375,Cuttack,Odisha
2004-07-22,12.607553482055664,Cuttack,Odisha
2004-07-23,18.562986373901367,Cuttack,Odisha
2004-07-24,5.020997524261475,Cuttack,Odisha
2004-07-25,0.39159348607063293,Cuttack,Odisha
2004-07-26,1.7889583110809326,Cuttack,Odisha
2004-07-27,0.5471753478050232,Cuttack,Odisha
2004-07-28,33.488216400146484,Cuttack,Odisha
2004-07-29,9.623505592346191,Cuttack,Odisha
2004-07-30,8.808440208435059,Cuttack,Odisha
2004-07-31,0.0,Cuttack,Odisha
2004-08-01,6.676397323608398,Cuttack,Odisha
2004-08-02,4.542874813079834,Cuttack,Odisha
2004-08-03,50.22798538208008,Cuttack,Odisha
2004-08-04,6.867473125457764,Cuttack,Odisha
2004-08-05,25.77999496459961,Cuttack,Odisha
2004-08-06,1.0894776582717896,Cuttack,Odisha
2004-08-07,16.9708251953125,Cuttack,Odisha
2004-08-08,7.287031650543213,Cuttack,Odisha
2004-08-09,13.65269660949707,Cuttack,Odisha
2004-08-10,4.6502227783203125,Cuttack,Odisha
2004-08-11,28.35014533996582,Cuttack,Odisha
2004-08-12,0.5957799553871155,Cuttack,Odisha
2004-08-13,3.544114828109741,Cuttack,Odisha
2004-08-14,8.843814849853516,Cuttack,Odisha
2004-08-15,22.319290161132812,Cuttack,Odisha
2004-08-16,14.101664543151855,Cuttack,Odisha
2004-08-17,42.29697036743164,Cuttack,Odisha
2004-08-18,14.66662311553955,Cuttack,Odisha
2004-08-19,13.337121963500977,Cuttack,Odisha
2004-08-20,6.0544209480285645,Cuttack,Odisha
2004-08-21,10.465822219848633,Cuttack,Odisha
2004-08-22,8.529839515686035,Cuttack,Odisha
2004-08-23,11.848104476928711,Cuttack,Odisha
2004-08-24,0.644384503364563,Cuttack,Odisha
2004-08-25,0.0,Cuttack,Odisha
2004-08-26,0.0,Cuttack,Odisha
2004-08-27,3.115652084350586,Cuttack,Odisha
2004-08-28,0.0,Cuttack,Odisha
2004-08-29,14.201272964477539,Cuttack,Odisha
2004-08-30,2.4919586181640625,Cuttack,Odisha
2004-08-31,0.0,Cuttack,Odisha
2004-09-01,4.87939453125,Cuttack,Odisha
2004-09-02,3.649442195892334,Cuttack,Odisha
2004-09-03,25.94023323059082,Cuttack,Odisha
2004-09-04,0.0,Cuttack,Odisha
2004-09-05,2.7170605659484863,Cuttack,Odisha
2004-09-06,0.21359644830226898,Cuttack,Odisha
2004-09-07,0.0,Cuttack,Odisha
2004-09-08,0.0,Cuttack,Odisha
2004-09-09,0.8901863098144531,Cuttack,Odisha
2004-09-10,21.015836715698242,Cuttack,Odisha
2004-09-11,26.130496978759766,Cuttack,Odisha
2004-09-12,0.875480592250824,Cuttack,Odisha
2004-09-13,6.525242805480957,Cuttack,Odisha
2004-09-14,0.0,Cuttack,Odisha
2004-09-15,3.136641502380371,Cuttack,Odisha
2004-09-16,0.0,Cuttack,Odisha
2004-09-17,0.10679822415113449,Cuttack,Odisha
2004-09-18,0.0,Cuttack,Odisha
2004-09-19,9.904937744140625,Cuttack,Odisha
2004-09-20,72.1734848022461,Cuttack,Odisha
2004-09-21,7.0278191566467285,Cuttack,Odisha
2004-09-22,0.9665768146514893,Cuttack,Odisha
2004-09-23,0.0,Cuttack,Odisha
2004-09-24,0.8543857932090759,Cuttack,Odisha
2004-09-25,0.49839168787002563,Cuttack,Odisha
2004-09-26,0.0,Cuttack,Odisha
2004-09-27,0.0,Cuttack,Odisha
2004-09-28,0.0,Cuttack,Odisha
2004-09-29,1.9331536293029785,Cuttack,Odisha
2004-09-30,0.9665768146514893,Cuttack,Odisha
2004-10-01,0.0,Cuttack,Odisha
2004-10-02,0.0,Cuttack,Odisha
2004-10-03,22.322038650512695,Cuttack,Odisha
2004-10-04,54.06800842285156,Cuttack,Odisha
2004-10-05,92.45984649658203,Cuttack,Odisha
2004-10-06,20.95876121520996,Cuttack,Odisha
2004-10-07,19.344701766967773,Cuttack,Odisha
2004-10-08,0.0,Cuttack,Odisha
2004-10-09,0.0,Cuttack,Odisha
2004-10-10,0.0,Cuttack,Odisha
2004-10-11,1.3352794647216797,Cuttack,Odisha
2004-10-12,0.0,Cuttack,Odisha
2004-10-13,0.0,Cuttack,Odisha
2004-10-14,1.288769006729126,Cuttack,Odisha
2004-10-15,0.0,Cuttack,Odisha
2004-10-16,1.5133167505264282,Cuttack,Odisha
2004-10-17,0.0,Cuttack,Odisha
2004-10-18,0.0,Cuttack,Odisha
2004-10-19,0.0,Cuttack,Odisha
2004-10-20,0.0,Cuttack,Odisha
2004-10-21,0.0,Cuttack,Odisha
2004-10-22,0.0,Cuttack,Odisha
2004-10-23,0.0,Cuttack,Odisha
2004-10-24,0.0,Cuttack,Odisha
2004-10-25,0.0,Cuttack,Odisha
2004-10-26,0.0,Cuttack,Odisha
2004-10-27,0.0,Cuttack,Odisha
2004-10-28,0.0,Cuttack,Odisha
2004-10-29,0.0,Cuttack,Odisha
2004-10-30,0.0,Cuttack,Odisha
2004-10-31,0.0,Cuttack,Odisha
2004-11-01,0.0,Cuttack,Odisha
2004-11-02,0.0,Cuttack,Odisha
2004-11-03,0.0,Cuttack,Odisha
2004-11-04,0.0,Cuttack,Odisha
2004-11-05,0.0,Cuttack,Odisha
2004-11-06,0.0,Cuttack,Odisha
2004-11-07,0.0,Cuttack,Odisha
2004-11-08,0.0,Cuttack,Odisha
2004-11-09,0.0,Cuttack,Odisha
2004-11-10,0.0,Cuttack,Odisha
2004-11-11,0.0,Cuttack,Odisha
2004-11-12,0.0,Cuttack,Odisha
2004-11-13,0.0,Cuttack,Odisha
2004-11-14,0.0,Cuttack,Odisha
2004-11-15,0.0,Cuttack,Odisha
2004-11-16,0.0,Cuttack,Odisha
2004-11-17,0.0,Cuttack,Odisha
2004-11-18,0.0,Cuttack,Odisha
2004-11-19,0.0,Cuttack,Odisha
2004-11-20,0.0,Cuttack,Odisha
2004-11-21,0.0,Cuttack,Odisha
2004-11-22,0.0,Cuttack,Odisha
2004-11-23,0.0,Cuttack,Odisha
2004-11-24,0.0,Cuttack,Odisha
2004-11-25,0.0,Cuttack,Odisha
2004-11-26,0.0,Cuttack,Odisha
2004-11-27,0.0,Cuttack,Odisha
2004-11-28,0.0,Cuttack,Odisha
2004-11-29,0.0,Cuttack,Odisha
2004-11-30,0.0,Cuttack,Odisha
2004-12-01,0.0,Cuttack,Odisha
2004-12-02,0.0,Cuttack,Odisha
2004-12-03,0.0,Cuttack,Odisha
2004-12-04,0.0,Cuttack,Odisha
2004-12-05,0.0,Cuttack,Odisha
2004-12-06,0.0,Cuttack,Odisha
2004-12-07,0.0,Cuttack,Odisha
2004-12-08,0.0,Cuttack,Odisha
2004-12-09,0.0,Cuttack,Odisha
2004-12-10,0.0,Cuttack,Odisha
2004-12-11,0.0,Cuttack,Odisha
2004-12-12,0.0,Cuttack,Odisha
2004-12-13,0.0,Cuttack,Odisha
2004-12-14,0.0,Cuttack,Odisha
2004-12-15,0.0,Cuttack,Odisha
2004-12-16,0.0,Cuttack,Odisha
2004-12-17,0.0,Cuttack,Odisha
2004-12-18,0.0,Cuttack,Odisha
2004-12-19,0.0,Cuttack,Odisha
2004-12-20,0.0,Cuttack,Odisha
2004-12-21,0.0,Cuttack,Odisha
2004-12-22,0.0,Cuttack,Odisha
2004-12-23,0.0,Cuttack,Odisha
2004-12-24,0.0,Cuttack,Odisha
2004-12-25,0.0,Cuttack,Odisha
2004-12-26,0.0,Cuttack,Odisha
2004-12-27,0.0,Cuttack,Odisha
2004-12-28,0.0,Cuttack,Odisha
2004-12-29,0.0,Cuttack,Odisha
2004-12-30,0.0,Cuttack,Odisha
2004-12-31,0.0,Cuttack,Odisha
2005-01-01,0.0,Cuttack,Odisha
2005-01-02,0.0,Cuttack,Odisha
2005-01-03,0.0,Cuttack,Odisha
2005-01-04,0.0,Cuttack,Odisha
2005-01-05,0.0,Cuttack,Odisha
2005-01-06,0.0,Cuttack,Odisha
2005-01-07,0.0,Cuttack,Odisha
2005-01-08,0.0,Cuttack,Odisha
2005-01-09,0.0,Cuttack,Odisha
2005-01-10,0.0,Cuttack,Odisha
2005-01-11,0.0,Cuttack,Odisha
2005-01-12,0.0,Cuttack,Odisha
2005-01-13,0.0,Cuttack,Odisha
2005-01-14,0.0,Cuttack,Odisha
2005-01-15,0.0,Cuttack,Odisha
2005-01-16,0.0,Cuttack,Odisha
2005-01-17,0.0,Cuttack,Odisha
2005-01-18,0.0,Cuttack,Odisha
2005-01-19,0.0,Cuttack,Odisha
2005-01-20,0.0,Cuttack,Odisha
2005-01-21,0.0,Cuttack,Odisha
2005-01-22,0.0,Cuttack,Odisha
2005-01-23,0.0,Cuttack,Odisha
2005-01-24,0.0,Cuttack,Odisha
2005-01-25,0.0,Cuttack,Odisha
2005-01-26,0.0,Cuttack,Odisha
2005-01-27,0.10434412956237793,Cuttack,Odisha
2005-01-28,6.277841567993164,Cuttack,Odisha
2005-01-29,10.325033187866211,Cuttack,Odisha
2005-01-30,0.0,Cuttack,Odisha
2005-01-31,0.0,Cuttack,Odisha
2005-02-01,0.0,Cuttack,Odisha
2005-02-02,0.0,Cuttack,Odisha
2005-02-03,0.0,Cuttack,Odisha
2005-02-04,0.0,Cuttack,Odisha
2005-02-05,0.0,Cuttack,Odisha
2005-02-06,0.0,Cuttack,Odisha
2005-02-07,0.0,Cuttack,Odisha
2005-02-08,0.0,Cuttack,Odisha
2005-02-09,0.0,Cuttack,Odisha
2005-02-10,0.0,Cuttack,Odisha
2005-02-11,0.0,Cuttack,Odisha
2005-02-12,0.0,Cuttack,Odisha
2005-02-13,0.0,Cuttack,Odisha
2005-02-14,0.0,Cuttack,Odisha
2005-02-15,0.0,Cuttack,Odisha
2005-02-16,0.0,Cuttack,Odisha
2005-02-17,0.0,Cuttack,Odisha
2005-02-18,0.0,Cuttack,Odisha
2005-02-19,0.0,Cuttack,Odisha
2005-02-20,0.0,Cuttack,Odisha
2005-02-21,0.0,Cuttack,Odisha
2005-02-22,0.0,Cuttack,Odisha
2005-02-23,0.0,Cuttack,Odisha
2005-02-24,0.0,Cuttack,Odisha
2005-02-25,0.0,Cuttack,Odisha
2005-02-26,0.0,Cuttack,Odisha
2005-02-27,0.0,Cuttack,Odisha
2005-02-28,0.0,Cuttack,Odisha
2005-03-01,0.0,Cuttack,Odisha
2005-03-02,0.0,Cuttack,Odisha
2005-03-03,0.0,Cuttack,Odisha
2005-03-04,0.0,Cuttack,Odisha
2005-03-05,0.0,Cuttack,Odisha
2005-03-06,0.0,Cuttack,Odisha
2005-03-07,0.0,Cuttack,Odisha
2005-03-08,0.0,Cuttack,Odisha
2005-03-09,0.0,Cuttack,Odisha
2005-03-10,0.0,Cuttack,Odisha
2005-03-11,0.9506909847259521,Cuttack,Odisha
2005-03-12,18.28855323791504,Cuttack,Odisha
2005-03-13,12.690496444702148,Cuttack,Odisha
2005-03-14,0.0,Cuttack,Odisha
2005-03-15,0.0,Cuttack,Odisha
2005-03-16,0.0,Cuttack,Odisha
2005-03-17,0.0,Cuttack,Odisha
2005-03-18,0.0,Cuttack,Odisha
2005-03-19,0.0,Cuttack,Odisha
2005-03-20,0.0,Cuttack,Odisha
2005-03-21,0.0,Cuttack,Odisha
2005-03-22,0.0,Cuttack,Odisha
2005-03-23,0.0,Cuttack,Odisha
2005-03-24,0.0,Cuttack,Odisha
2005-03-25,15.136931419372559,Cuttack,Odisha
2005-03-26,0.0,Cuttack,Odisha
2005-03-27,0.0,Cuttack,Odisha
2005-03-28,0.0,Cuttack,Odisha
2005-03-29,0.0,Cuttack,Odisha
2005-03-30,0.0,Cuttack,Odisha
2005-03-31,0.0,Cuttack,Odisha
2005-04-01,0.0,Cuttack,Odisha
2005-04-02,0.0,Cuttack,Odisha
2005-04-03,0.7072213888168335,Cuttack,Odisha
2005-04-04,0.0,Cuttack,Odisha
2005-04-05,0.0,Cuttack,Odisha
2005-04-06,0.0,Cuttack,Odisha
2005-04-07,0.0,Cuttack,Odisha
2005-04-08,0.0,Cuttack,Odisha
2005-04-09,0.0,Cuttack,Odisha
2005-04-10,0.0,Cuttack,Odisha
2005-04-11,0.0,Cuttack,Odisha
2005-04-12,0.0,Cuttack,Odisha
2005-04-13,0.0,Cuttack,Odisha
2005-04-14,0.0,Cuttack,Odisha
2005-04-15,0.0,Cuttack,Odisha
2005-04-16,0.0,Cuttack,Odisha
2005-04-17,0.0,Cuttack,Odisha
2005-04-18,0.0,Cuttack,Odisha
2005-04-19,4.206513404846191,Cuttack,Odisha
2005-04-20,15.855794906616211,Cuttack,Odisha
2005-04-21,0.0,Cuttack,Odisha
2005-04-22,0.0,Cuttack,Odisha
2005-04-23,0.0,Cuttack,Odisha
2005-04-24,0.0,Cuttack,Odisha
2005-04-25,0.0,Cuttack,Odisha
2005-04-26,0.0,Cuttack,Odisha
2005-04-27,0.0,Cuttack,Odisha
2005-04-28,0.0,Cuttack,Odisha
2005-04-29,0.0,Cuttack,Odisha
2005-04-30,0.0,Cuttack,Odisha
2005-05-01,17.388612747192383,Cuttack,Odisha
2005-05-02,21.32770538330078,Cuttack,Odisha
